original	translation	z_mean	pred_zscore
Herrmann is now best remembered as a close collaborator of Alfred Hitchcock, composing the soundtracks to Psycho, Vertigo and North By Northwest.	Herrmann erinnert sich heute am besten als enger Mitarbeiter von Alfred Hitchcock, der die Soundtracks zu Psycho, Vertigo und North By Northwest komponiert.	0.44053006	-0.11511844001305914
In retaliation for later marooning him on a desert island, he returns and abducts Kasey to lure Zarya and Kitty into a trap.	Als Vergeltung für die spätere Maroonierung auf einer einsamen Insel kehrt er zurück und entführt Kasey, um Zarya und Kitty in eine Falle zu locken.	0.5036319	-0.1991435798909355
A second graphic novelization drastically changes the storyline involving Zhou.	Eine zweite grafische Neuerung verändert die Geschichte von Zhou drastisch.	0.54880315	-0.07153208062419605
Other tributaries include the American Fork River, Current Creek, Dry Creek, Hobble Creek, and Mill Race Creek.	Weitere Nebenflüsse sind der American Fork River, Current Creek, Dry Creek, Hobble Creek und Mill Race Creek.	0.38899	-0.12731036008307858
He demoted Molotov, and increasingly favoured Beria and Malenkov for key positions.	Er degradierte Molotow und bevorzugte Beria und Malenkow zunehmend für Schlüsselpositionen.	0.9344395	-0.06001710610273091
He donated estates in the Regno to about 700 noblemen from France or Provence.	Er spendete Güter im Regno an etwa 700 Adelige aus Frankreich oder der Provence.	0.19994923	-0.023826304198180936
Great Auk calls included low croaking and a hoarse scream.	Great Auk Anrufe enthalten niedrige croaking und ein heiser Schrei.	-0.5295954	-0.5422311326474174
Vavilovian mimicry can be classified as defensive mimicry, in that the weed mimics a protected species.	Vavilovian Mimikry kann als defensive Mimikry eingestuft werden, indem das Unkraut eine geschützte Art nachahmt.	-0.54429394	-0.10356061164249024
Sutcliffe attacked Olive Smelt in Halifax in August.	Sutcliffe griff Olive Smelt im August in Halifax an.	0.7307166	-0.02194073483761554
On September 23, JMA downgraded Usagi to a tropical depression in Guangxi.	Am 23. September senkte JMA Usagi zu einer tropischen Depression in Guangxi.	0.52237207	-0.007392579403314844
In her resentment, Titania seeks separation from him, which Gervinus blames her for.	Titania sucht in ihrem Groll Trennung von ihm, wofür Gervinus ihr die Schuld gibt.	-0.6245688	-0.17050050295183827
Wyatt then fired his revolver, mortally wounding Johnny Barnes in the chest and wounding Milt Hicks in the arm.	Wyatt feuerte dann seinen Revolver, tödlich verwundete Johnny Barnes in der Brust und verwundete Milt Hicks im Arm.	-1.4223468	-0.16415377526592903
Instead, after witnessing Prussian army maneuvers in Silesia in 1784, he pushed for drilled battalions of heavy infantry.	Stattdessen drängte er, nachdem er 1784 preußische Militärmanöver in Schlesien erlebt hatte, auf gebohrte Bataillone schwerer Infanterie.	0.27060503	-0.13006608048137794
# Sand, shingle or pebble beaches; includes sand bars, spits, sandy islets	# Sand-, Schindel- oder Kiesstrände; einschließlich Sandbalken, Spieße, Sandinseln	0.52237207	-0.17443361469585278
"Bitumen also occurs in unconsolidated sandstones known as ""oil sands"" in Alberta, Canada, and the similar ""tar sands"" in Utah, US."	"Bitumen kommt auch in nicht konsolidierten Sandsteinen vor, die in Alberta, Kanada, als ""Ölsande"" bekannt sind, und in ähnlichen ""Teersand"" in Utah, USA."	0.41169417	-0.13341848625321523
Hyder believed that this behaviour amounted to treachery against the sovereign .	Hyder glaubte, dass dieses Verhalten ein Verrat gegen den Souverän sei.	0.5234647	-0.062239332396509736
Instead, Magneto, now fully revived, battles both Astra and his clone.	Stattdessen kämpft Magneto, nun völlig wiederbelebt, sowohl gegen Astra als auch gegen seinen Klon.	0.24572164	-0.13911441650188772
On the next episode of SmackDown!, The Undertaker attacked Matt as well, also injuring him, in storyline.	In der nächsten Folge von SmackDown! griff The Undertaker Matt ebenfalls an und verletzte ihn ebenfalls in Storyline.	-0.32045498	-0.27577062010700953
Yugoslavs, French, Belgians, Serbs, and Croats served in various units.	Jugoslawen, Franzosen, Belgier, Serben und Kroaten dienten in verschiedenen Einheiten.	0.54038197	-0.053249103290038936
The natives of Papua appealed to the United Nations for oversight and independence.	Die Einwohner Papuas appellierten an die Vereinten Nationen für Aufsicht und Unabhängigkeit.	0.64503396	-0.084431815540853
In response, the Acadians and Mi'kmaq orchestrated attacks at Chignecto, Grand Pré, Dartmouth, Canso, Halifax and Country Harbour.	Als Reaktion darauf inszenierten die Acadier und Mi 'kmaq Angriffe auf Chignecto, Grand Pré, Dartmouth, Canso, Halifax und Country Harbour.	0.54559237	-0.12585006069963608
In the quarterfinals on July 10, the United States faced Brazil.	Im Viertelfinale am 10. Juli standen die USA Brasilien gegenüber.	0.36869287	-0.07836363787411818
Like its predecessor, Hulkbuster II bore a distinct resemblance to Juggernaut.	Wie sein Vorgänger hatte auch Hulkbuster II eine ausgeprägte Ähnlichkeit mit Juggernaut.	0.1349009	-0.09259111577656617
Union troops paraded down Pennsylvania Avenue in Washington, DC.	Unionstruppen paradierten entlang der Pennsylvania Avenue in Washington, DC.	0.60968006	-0.09084754518718356
Jackson enrolled in North Carolina A&T University, his father's alma mater, earning his Bachelor of Science degree magna cum laude in 1987.	Jackson schrieb sich in North Carolina A & T University, seines Vaters alma mater, verdienen seinen Bachelor of Science Abschluss magna cum laude im Jahr 1987.	-0.48797888	-0.23420347598100152
The Legion companies maintained their separate identity by retaining their distinctive kepis, sashes and fringed epaulettes.	Die Legion-Unternehmen bewahrten ihre eigene Identität, indem sie ihre unverwechselbaren Kepis, Schärpen und gesäumten Schulterklappen behielten.	0.76735884	-0.17874877939967365
She overcomes an officer with chloroform, and escapes through a window.	Sie überwindet einen Offizier mit Chloroform und entkommt durch ein Fenster.	0.6218198	-0.13618510169789688
Suddenly, a gas cylinder ignites on the balcony and the flat erupts in a huge fireball.	Plötzlich entzündet sich auf dem Balkon ein Gaszylinder und die Wohnung bricht in einem riesigen Feuerball aus.	-0.32122523	-0.16058601074393472
Nymphs of the assassin bug species Ptilocnemus lemur lure these ants by trying to make the ant sting them.	Nymphen der Assassin Bug Art Ptilocnemus lemur locken diese Ameisen, indem sie versuchen, die Ameise zu stacheln.	0.63599443	-0.1800972229735911
The valleys drain the western, northern and southwestern slopes of Lascar.	Die Täler entwässern die westlichen, nördlichen und südwestlichen Hänge von Lascar.	0.6119951	-0.10398987646995332
At the initial hail from Bainbridge, Java answered with a broadside that severely damaged Constitutions rigging.	Am Anfang Hagel von Bainbridge, Java antwortete mit einer Breitseite, die stark beschädigt Konstitutionen Rigging.	-0.45238292	-0.7064292871705975
The first lines of the poem follow iambic tetrameter with the initial stanza relying on heavy stresses.	Die ersten Zeilen des Gedichtes folgen dem iambic tetrameter mit der anfänglichen Strophe, die auf schwere Belastungen angewiesen ist.	-0.539936	-0.3424806259376908
The ditches around the circles penetrated the hardpan, helping to drain the prairie soil.	Die Gräben um die Kreise drangen in die Pfanne ein und halfen so, den Präriererde zu entwässern.	-1.6813687	-0.22299901028143226
In 1836, John Deane recovered from the discovered Mary Rose shipwreck timbers, guns, longbows, and other items.	Im Jahr 1836 erholte sich John Deane von den entdeckten Mary Rose Schiffbruch Holz, Gewehre, Langbögen und andere Gegenstände.	-1.151254	-0.34875835166317876
"Visiting British dignitaries Lady Franklin and her niece Sophia Cracroft noted in 1861 that the ""Honble."	"Der Besuch der britischen Würdenträger Lady Franklin und ihre Nichte Sophia Cracroft im Jahr 1861 festgestellt, dass die ""Honble."	-1.5018911	-0.3021395376979056
IVF increasingly appears on NHS treatments blacklists.	IVF erscheint zunehmend auf NHS-Behandlungen schwarze Listen.	0.30637434	-0.4909572285311952
Pompey then sided with the Optimates, the conservative faction opposed to the Populares—supported by Caesar—and actively fought Caesar in the senate.	Pompey dann auf der Seite mit den Optimates, die konservative Fraktion gegen die Populares getragen von Caesar Testand aktiv bekämpft Caesar im Senat.	-3.030668	-0.4773863587573879
An English Bibliography of the Writings of Primo Levi, Bulletin of Bibliography, Vol.	An English Bibliography of the Writings of Primo Levi, Bulletin of Bibliography, Vol.	-1.0979819	-0.38195228947616755
Legitimate cowmen were referred to as cattle herders or ranchers.)	Legitime Cowmen wurden als Viehzüchter oder Viehzüchter bezeichnet.)	-2.4868162	-0.15635110621513018
"Jaap Kooijman says he succeeded in ""pacifying the opponents without discouraging the reformers."""	"Jaap Kooijman sagt, es sei ihm gelungen, ""die Gegner zu beruhigen, ohne die Reformer zu entmutigen""."	0.6731679	-0.09361416063186523
"Republican nominee Trump tweeted on Tuesday morning that ""every poll"" declared him the winner."	"Der republikanische Kandidat Trump twitterte am Dienstagmorgen, dass ""jede Umfrage"" ihn zum Sieger erklärte."	0.6863791	-0.1298648852915179
"Charmed...succeeded by combining sisterhood with the supernatural."""	"Charmed... gelungen durch die Kombination von Schwesternschaft mit dem Übernatürlichen ""."	-0.6863516	-0.39811618028896506
In 1951, the first separate National Sunday School Convention convened in Kansas City, Missouri.	1951 kam die erste nationale Sonntagsschulkonvention in Kansas City, Missouri, zusammen.	0.51909745	-0.13134770110415053
Another F2 tornado touched down near Fayette, Mississippi and traversed heavily wooded areas, flattening a swath of large trees.	Ein weiterer F2 Tornado landete in der Nähe von Fayette, Mississippi und durchquerte stark bewaldete Gebiete, wodurch ein Schwamm großer Bäume abgeflacht wurde.	-0.34162754	-0.155076022620187
The highland tinamou occupies the highlands throughout the country.	Das Hochland tinamou besetzt das Hochland im ganzen Land.	0.3549883	-0.09959772010503076
Common dishes here include Chilehuates, similar to a tamale, stuffed chile peppers, and enchiladas.	Zu den allgemeinen Gerichten hier gehören Chilehuates, ähnlich wie ein Tamale, gefüllte Chilischoten und Enchiladas.	0.47867566	-0.17916605967611618
Lyra recruits Iorek Byrnison, an armoured bear, and his human aeronaut friend, Lee Scoresby.	Lyra rekrutiert Iorek Byrnison, einen gepanzerten Bären, und seinen menschlichen Luftwaffenfreund Lee Scoresby.	0.51364344	-0.1140198561695094
Due to the rapid weakening, the JTWC ceased advisories on the storm, soon afterwards.	Aufgrund der rapiden Schwächung hörte die JTWC bald darauf auf, Ratschläge über den Sturm abzugeben.	0.213532	-0.14844239204621018
slurred speech), staggering, dizziness and vomiting.	), atemberaubend, schwindelerregend und Erbrechen.	-0.8598584	-0.44620255700193556
He might program 128 bars, with absolutely no looping or quantizing ...	Er könnte 128 Takte programmieren, ohne Looping oder Quantisierung...	0.2812223	-0.19895436925209603
Oleg Deripaska fully owns Kuban Agroholding, a massive agribusiness in southern Russia.	Oleg Deripaska besitzt Kuban Agroholding, ein riesiges Agrarunternehmen in Südrussland.	0.602653	-0.06056512693576118
In May 1285, he captured the Marqab fortress and garrisoned it.	Im Mai 1285 eroberte er die Festung Marqab und bewachte sie.	0.20405978	-0.019262732436843347
During an argument, they kiss, confusing them both.	Während eines Arguments küssen sie, verwirrend sie beide.	-0.67469627	-0.39020492394255585
In 1983, Limbaugh married Michelle Sixta, a college student and usherette at the Kansas City Royals Stadium Club.	1983 heiratete Limbaugh Michelle Sixta, eine College-Studentin und Usherette im Kansas City Royals Stadium Club.	0.45197618	-0.11037691582747713
In Latin, he hectored, admonished and criticized the queen, and declared an ultimatum of capitulation to terms or hostile action.	Auf Latein hektische, ermahnte und kritisierte er die Königin und erklärte ein Ultimatum der Kapitulation gegenüber Begriffen oder feindlichen Handlungen.	-0.3435706	-0.44083275180830694
However, fans also pushed for a Sonny/Chad pairing after Chad defends him to a gay bully in September 2011.	Allerdings drängten die Fans auch auf eine Sonny / Chad Paarung, nachdem Tschad ihn im September 2011 gegen einen schwulen Tyrannen verteidigt hatte.	0.38148233	-0.17685776251591712
District courts should construe a coram nobis petition from a federal prisoner as a petition for writ of habeas corpus.	Bezirksgerichte sollten eine Coram-nobis-Petition eines Bundesgefangenen als Petition für Habeas-Corpus verstehen.	0.2972964	-0.15098638537647996
Prancer tries to cheer the mood up by rolling out in her Heely's and bringing cheesecake which she mentions they got from the Cheesecake Factory.	Prancer versucht, die Stimmung anzufeuern, indem sie in ihrem Heely 's rollt und Käsekuchen bringt, von dem sie erwähnt, dass sie von der Käsekuchenfabrik stammen.	-0.3721173	-0.2711376832170379
In the U.S. Senate, former Majority Leader Harry Reid blocked the filibuster attempt because only 18 Republican Senators supported the filibuster.	Im US-Senat blockierte der ehemalige Mehrheitsführer Harry Reid den Filibuster-Versuch, weil nur 18 republikanische Senatoren den Filibuster unterstützten.	0.53641474	-0.14143542454953284
They usually rode without saddles but wore armour and iron helmets and wielded swords, skenes and long spears or lances.	Sie ritt in der Regel ohne Sattel, sondern trug Rüstung und Eisen Helme und wielded Schwerter, Skenes und lange Speere oder Lanzen.	-0.5136803	-0.22622249133774552
Geralt jumps through, intent on saving the sorceress.	Geralt springt durch, um die Zauberin zu retten.	0.2704267	-0.13671242194280075
On 12 November, StG 77 sank the cruiser Chervona Ukraina, and KG 26 damaged the destroyers Sovershennyy and Besposhchadnyy.	Am 12. November sank StG 77 den Kreuzer Chervona Ukraina, und KG 26 beschädigte die Zerstörer Sovershennyy und Besposhchadnyy.	0.44189113	-0.11621048682877952
Phyllosilicates consist of sheets of polymerized tetrahedra.	Phyllosilicate bestehen aus Platten aus polymerisiertem Tetraeder.	0.034987915	0.003281660705648587
Hanson conducted several underway replenishment operations with a USN oiler.	Hanson führte mehrere laufende Nachfüllarbeiten mit einem USN-Öler durch.	0.5779391	-0.076928397097355
In 2003 timber accounted for only 3.5 percent of export earnings.	2003 entfielen nur 3,5 Prozent der Exporteinnahmen auf Holz.	0.4088348	-0.03737247853352171
While in public, he dressed in traditional Mohawk attire.	In der Öffentlichkeit kleidete er sich in traditioneller Mohawk-Kleidung.	0.6707593	-0.08884903051245488
Arab snipers attacked Jewish buses in Jerusalem and Haifa.	Arabische Scharfschützen griffen jüdische Busse in Jerusalem und Haifa an.	0.6081458	-0.02722664817410039
Bulgaria signed the Armistice of Solun on 29 September 1918.	Bulgarien unterzeichnete am 29. September 1918 den Waffenstillstand von Solun.	0.49687195	-0.01680916799154677
However, after a few victories, the campaign falters.	Doch nach ein paar Siegen scheitert die Kampagne.	0.47899392	-0.10487891225474995
"Lariat; from the Spanish ""la riata,"" meaning ""the rope,"" sometimes called a lasso, especially in the East, or simply, a ""rope""."	"Lariat; aus dem spanischen ""la riata"", was ""das Seil"" bedeutet, manchmal ein Lasso genannt, vor allem im Osten, oder einfach ein ""Seil""."	0.5249393	-0.40540678215979525
He disguises himself as Blackout for undercover work against the Outsider.	Er tarnt sich als Blackout für Undercover-Arbeit gegen den Outsider.	-0.44929492	-0.0764482887201078
She reportedly regarded her ousting as a betrayal.	Sie soll ihre Vertreibung als Verrat angesehen haben.	0.5066958	-0.0637250535548443
Along the breastworks there were 12 artillery pieces manned by gunners under Manuel de Fonseca Moniz.	Entlang der Brüste gab es 12 Artilleriestücke, die unter Manuel de Fonseca Moniz von Schützen besetzt waren.	0.7061053	-0.12435344449491921
Tornadoes also occur to a less frequent extent in Europe, Asia, and Australia.	Auch Tornados kommen in Europa, Asien und Australien seltener vor.	0.4196819	-0.0738374724386932
Oskar Ewald Tenement at No.30, corner with Krasiński Street	Oskar Ewald Tenement an Nr.30, Ecke Krasiński Straße	0.63553077	-0.2904313576872608
The aircraft mistook the British cruiser for their target and fired torpedoes.	Das Flugzeug vermistete den britischen Kreuzer für ihr Ziel und feuerte Torpedos.	-0.4884865	-0.09917063428684415
During the voyage, Trelawny and Byron sometimes irritated each other.	Während der Reise reizten sich Trelawny und Byron manchmal gegenseitig.	0.19626197	-0.09928321643279471
These spellings indicate that was pronounced as a dental fricative or a sibilant , the same change that occurred later in Koine.	Diese Schreibweisen darauf hin, dass sie als Reibmittel oder als Weichmacher ausgesprochen wurden, die gleiche Veränderung, die später in Koine eintrat.	-0.39564994	-0.37189144047852823
Convection persisted, with an associated exposed circulation as of January 22.	Die Konvektion hielt an, mit einer assoziierten exponierten Zirkulation zum 22. Januar.	0.4435039	-0.19995780302390692
Martian Manhunter appears as a playable character in DC Unchained.	Martian Manhunter erscheint als ein spielbarer Charakter in DC Unchained.	0.34461197	-0.10815251052442185
Some of the forward pillboxes were undamaged and the garrisons repulsed the crossing attempts of the 2nd Panzer Division and 10th Panzer Division.	Einige der vorderen Pranger-Boxen waren unbeschädigt und die Garnisonen wiesen die Überquerungsversuche der 2. Panzer-Division und 10. Panzer-Division zurück.	0.47254503	-0.18851037779001212
In 1923, Heisman coached the Washington and Jefferson Presidents, which beat the previously undefeated West Virginia Mountaineers.	1923 trainierte Heisman die Präsidenten von Washington und Jefferson, die die bisher unbesiegten West Virginia Mountaineers besiegten.	0.29739654	-0.10106491968451539
Soon after, MLBPA executive director Marvin Miller then approached Joel Shorin, the president of Topps, about renegotiating these contracts.	Bald darauf näherte sich MLBPA-Geschäftsführer Marvin Miller dann Joel Shorin, dem Präsidenten von Topps, über die Neuverhandlung dieser Verträge.	0.30697283	-0.12212431800509825
The Barnum Museum celebrates the showman, circuses and Bridgeport history.	Das Barnum Museum feiert den Showman, Zirkusse und Bridgeport Geschichte.	-0.36350444	-0.12544294913315038
Houston Direct Navigation Company ran its steamers from Galveston Bay to the wharf at Houston.	Houston Direct Navigation Company führte ihre Dampfer von Galveston Bay bis zum Kai in Houston.	0.42697284	-0.08530124024216147
Actress Emily Procter, Beth Grant, and screenwriter Kevin Williamson, creator of Scream and Dawson's Creek, graduated from East Carolina.	Schauspielerin Emily Procter, Beth Grant, und Drehbuchautor Kevin Williamson, Schöpfer von Scream und Dawson 's Creek, graduierten von East Carolina.	0.54880315	-0.1333502106292194
Secondly, in Aquitaine, Ademar of Angoulême claimed that he held his county directly as a fief of Philip's, not as a vassal of the Duke of Aquitaine.	Zweitens behauptete Ademar von Angoulême in Aquitanien, dass er seine Grafschaft direkt als Lehen Philipps hielt und nicht als Vasall des Herzogs von Aquitanien.	0.3285757	-0.19007454328229934
Unfortunately his reputation as a composer languished at a low level.	Leider schmachtete sein Ruf als Komponist auf niedrigem Niveau.	0.5100277	-0.021827426355239498
The 179th battalion arrived at Liverpool on 13 October, where they disembarked and proceeded to East Sanding Camp.	Das 175. Bataillon kam am 13. Oktober in Liverpool an, wo sie ausschifften und zum East Sanding Camp fuhren.	0.18189794	-0.09581423366466668
Meanwhile, Aladdin and Ginu manage to trap the Evil Genie but he escapes and hypnotizes Mustafa to obey his commands.	Unterdessen gelingt es Aladdin und Ginu, das Böse Genie zu fangen, aber er entkommt und hypnotisiert Mustafa, um seinen Befehlen zu gehorchen.	0.9806288	-0.1964623089762486
After the confidential informant program was mysteriously disbanded in 2013 on orders from General Johnson, sexual assault reporting fell by half.	Nachdem das vertrauliche Informant-Programm 2013 auf mysteriöse Weise auf Befehl von General Johnson aufgelöst wurde, halbierte sich die Berichterstattung über sexuelle Übergriffe.	-0.34065443	-0.12467412202677192
Yet, McPherson emerged from the kidnapping nationally famous.	Doch McPherson entstand aus der Entführung national berühmt.	-0.2448585	-0.2051965044927351
These were probably the French brig Jeanne and the galiot Balier, which they captured on 10 May.	Wahrscheinlich waren es die französische Brigade Jeanne und der Galot Balier, die sie am 10. Mai eroberten.	0.256344	-0.1484856090635267
In the first round Cotto scored a knockdown after connecting a jab.	In der ersten Runde erzielte Cotto einen Knockdown, nachdem er einen Jab angeschlossen hatte.	-0.25606814	-0.19461777762372326
The successive deaths of Brătianu and King Ferdinand announced a major political reshuffling.	Die aufeinanderfolgenden Todesfälle von Brătianu und König Ferdinand kündigten eine große politische Umgestaltung an.	0.6119951	-0.06350315777685787
The guns defending the Mühlentor repulsed the pursuing French cavalry.	Die Kanonen, die den Mühlentor verteidigten, wiesen die verfolgte französische Kavallerie zurück.	0.087391034	-0.10988881774954957
Ultimately, Coburn triumphed over Humphreys, Anthony, and Hunt in the primary, winning every county in Oklahoma except for tiny Harmon County.	Letztlich triumphierte Coburn über Humphreys, Anthony und Hunt im Primär und gewann alle Grafschaften in Oklahoma mit Ausnahme des winzigen Harmon County.	0.49769288	-0.16843589166239023
In 1897, Christiaan Eijkman worked with natives of Java, who also suffered from beriberi.	1897 arbeitete Christiaan Eijkman mit Einheimischen aus Java zusammen, die ebenfalls unter Berberi litten.	0.59387434	-0.07545357098540274
Furthermore, adverts for the single featured the Spacemen 3 logo.	Darüber hinaus wurden Anzeigen für die Single mit dem Spacemen 3 Logo versehen.	0.6665564	-0.11312392018867064
The Cavaliers present a royal warrant from Charles I, which Tewke rejects furiously.	Die Cavaliers stellen einen königlichen Haftbefehl von Charles I. vor, den Tewke wütend ablehnt.	0.19553943	-0.13234132933421736
The new commander brooked no delay in chasing the rebels north.	Der neue Kommandeur erhob keine Verzögerung bei der Verfolgung der Rebellen im Norden.	0.73914415	-0.09107888333870132
Adams led passage of the Tariff of 1832, which lowered rates somewhat, but not enough to mollify the South Carolina nullifiers.	Adams führte Passage des Tarifs von 1832, die Sätze etwas gesenkt, aber nicht genug, um die South Carolina Nullifier zu besänftigen.	-0.5094337	-0.42255921684768116
Grant's new cabinet appointments temporarily appeased reformers.	Grant 's neue Kabinettsernennungen beruhigten Reformer vorübergehend.	-0.07411807	-0.13090972023958158
Unfortunately, the levees also served as roads, latrines, and graves.	Leider dienten die Deiche auch als Straßen, Latrinen und Gräber.	0.19447319	-0.10221144173214732
"However, he won the Craven Scholarship and graduated with what his biographers describe as an ""easy"" double first in Mods and Greats."	"Allerdings gewann er das Craven Scholarship und absolvierte mit dem, was seine Biographen als eine ""einfache"" Doppel zuerst in Mods und Greats beschreiben."	-0.75827926	-0.34506928895812805
Several waves of G4M bombers struck the fleet, torpedoing the cruiser .	Mehrere Wellen von G4M Bombern schlugen die Flotte und torpedierten den Kreuzer.	0.84195065	-0.09665642075001937
The inner one, around the sanctum sanctorum contains a row of swans.	Das Innere, um das Sanctum Sanctorum herum, enthält eine Reihe Schwäne.	0.4451005	-0.13409288962428031
The royalists fought for the Imam despite his father's unpopularity.	Trotz der Unbeliebtheit seines Vaters kämpften die Royalisten für den Imam.	0.57261395	-0.08736839370909873
Back to normal, the Silver Surfer apologizes for his behavior as the Dark Surfer and he promises to rejoin the squad, after he pays his debt.	Zurück zur Normalität entschuldigt sich der Silver Surfer für sein Verhalten als der Dark Surfer und verspricht, wieder in die Kader einzusteigen, nachdem er seine Schulden bezahlt hat.	0.40305611	-0.21695807023065322
In addition, the depot at Tamworth transships general merchandise to the RDCs.	Darüber hinaus verlagert das Depot bei Tamworth allgemeine Waren in die RDC.	0.39409852	-0.11284754917877267
On February 18, a tropical depression formed about 650 km east of southern Mindanao, with PAGASA naming it Crising.	Am 18. Februar bildete sich etwa 650 km östlich von südlichem Mindanao eine tropische Depression, die PAGASA Cising nannte.	0.24260382	-0.127690960370034
This victory emboldened the National Convention to abolish the monarchy.	Dieser Sieg bestärkte den Nationalkonvent zur Abschaffung der Monarchie.	0.63137966	-0.028159264144426266
The current Member of Parliament for Zombe Constituency, Hon.	Das derzeitige Mitglied des Parlaments für den Wahlkreis Zombe, Hon.	0.66560584	-0.31443060269000406
He continued his conquests across much of North Central India.	Er setzte seine Eroberungen in weiten Teilen Nordmittelindiens fort.	0.506767	-0.03177387736586451
"And the liberals loved it, and the conservatives gnashed their teeth""."	"Und die Liberalen liebten es, und die Konservativen knirschten ihre Zähne ""."	0.23813735	-0.19527039090202372
List of abbeys and priories in County Dublin List of towns and villages in Ireland	Liste der Abteien und Prioritäten im County Dublin Liste der Städte und Dörfer in Irland	0.65389764	-0.32151674085705956
Some condemnations carried nationalistic overtones.	Einige Verurteilungen trugen nationalistische Obertöne.	0.5703444	-0.038099541295434636
It lies between latitudes 50° and 54° N, and longitudes 3° and 8° E.	Es liegt zwischen den Breiten 50 ° und 54 ° N, und Längen 3 ° und 8 ° E.	0.3257183	-0.15947217383544973
In English, adjectives come before the nouns they modify and after determiners.	Im Englischen kommen Adjektive vor die Substantive, die sie modifizieren, und nach Determinatoren.	-0.4872843	-0.24361643288710602
Symptoms of tutin poisoning include vomiting, delirium, giddiness, increased excitability, stupor, coma, and violent convulsions.	Zu den Symptomen der Tutin-Vergiftung gehören Erbrechen, Delirium, Schwindel, erhöhte Erregbarkeit, Dummheit, Koma und heftige Krämpfe.	-0.9248994	-0.12884002459515514
"Scientology spokesman Tommy Davis dismissed such claims as ""utterly meritless""."	"Scientology-Sprecher Tommy Davis wies solche Behauptungen als ""absolut verdienstlos"" zurück."	0.22814451	-0.0896832278971272
A popular anecdote recounts that he lanced his own painful boil without hesitation, even as the barber charged with doing it trembled.	Eine beliebte Anekdote erzählt, dass er sein eigenes schmerzhaftes Kochen ohne Zögern lancierte, auch wenn der mit dem Tun beauftragte Barbier zitterte.	-0.7690882	-0.276525283653091
Ten amphibian and twenty species of reptiles inhabit the upper Snake River's wetland and riparian zones.	Zehn Amphibien und zwanzig Reptilienarten bewohnen das Feuchtgebiet des oberen Snake River und die Randgebiete.	0.65240216	-0.0592976698732856
Brachiosaurus was one of the less abundant Morrison Formation sauropods.	Brachiosaurus war einer der weniger üppigen Morrison Formation Sauropoden.	0.35255632	-0.002261012557246074
Nacktkultur connected nudity, vegetarianism and social reform.	Nacktkultur verband Nacktheit, Vegetarismus und Sozialreform.	0.7292094	-0.10573017854542123
Raiders quarterback Ken Stabler took the snap, and saw Chargers linebacker Woodrow Lowe about to sack him.	Raiders Quartier Ken Stabler nahm den Snap, und sah Chargers Linebacker Woodrow Lowe über ihn zu sack.	-0.7650035	-0.6100702284515189
In Ch'osan the Reconnaissance Platoon found North Koreans retreating into Manchuria across a narrow floating footbridge that spanned the Yalu.	In Ch 'osan fand der Aufklärungszug Nordkoreaner, die sich über eine schmale schwimmende Fußgängerbrücke, die den Yalu überspannte, in die Mandschurei zurückzogen.	-0.3159184	-0.19483531538315677
Barchan and transverse dunes form near these creeks.	In der Nähe dieser Bäche bilden sich Barchan und Quer-Dünen.	-0.48523408	-0.07151246954070789
While passing near Johnston Atoll, the outer rainbands of the hurricane produced wind gusts up to 30 mi/h and locally heavy rainfall.	Beim Passieren des Johnston Atolls erzeugten die äußeren Regenbänder des Hurrikans Windböen bis zu 30 Meilen / h und lokal starke Regenfälle.	-0.56110495	-0.15613502112854769
It’s abandoned except for torn lace curtains and antique dolls in a corresponding dollhouse.	Es war aufgegeben, außer für zerrissene Spitzen Vorhänge und antike Puppen in einem entsprechenden Puppenhaus.	-1.0181425	-0.3207493664235321
Moreover, the informant advised the affiant that the bartender would have heroin for sale on March 1.	Darüber hinaus riet der Informant dem eidesstattlichen Bescheid, dass der Barkeeper am 1. März Heroin zum Verkauf haben würde.	0.4052864	-0.21612423601419364
It became the preeminent Greek polis in the Hellenized region of southern Gaul.	Es wurde die überragende griechische Polis in der hellenisierten Region von Südgallien.	0.49492878	-0.1196351630749528
The publicity spurred the creation of numerous other automobiles across the American midwest.	Die Werbung spornte die Kreation von zahlreichen anderen Automobilen im amerikanischen Mittelwesten an.	0.37214205	-0.06709017021412761
The larger statue reappears as the malevolent giant Salsal in medieval Turkish tales.	Die größere Statue erscheint wieder als der böswillige Riese Salsal in mittelalterlichen türkischen Erzählungen.	0.32502607	-0.11642729825178752
Although less accurate than the bow, an arquebus could penetrate most armours of the period and required little training.	Obwohl weniger genau als der Bogen, konnte ein Arquebus die meisten Rüstungen der Zeit durchdringen und erforderte wenig Training.	-0.75483924	-0.12931359594457295
Around two lakh devotees visit the sacred shrine annually.	Rund zwei lakh Anhänger besuchen den heiligen Schrein jährlich.	0.646857	-0.07363264556670573
Gangaji outmanoeuvres Pandu, who loses a vote of confidence and resigns.	Gangaji übermanövriert Pandu, der ein Vertrauensvotum verliert und zurücktritt.	-0.5873023	-0.13369522043132592
Raja had six close aides and 25 musketeers in his wanderings.	Raja hatte sechs enge Helfer und 25 Musketiere in seinen Wanderungen.	0.3736321	-0.07413018601816462
Apparently, the adult leatherback aggressively defends itself at sea from predators.	Offenbar verteidigt sich der erwachsene Lederrücken aggressiv auf See vor Raubtieren.	-0.4226685	-0.15529065503391853
